YGR063C,GO:2001209
YLR378C,GO:0006616
YLR378C,GO:0030433
YLR378C,GO:0030970
YLR378C,GO:0031204
YLR378C,GO:0044743
YLR378C,GO:0070843
YDR292C,GO:0006614
YDR292C,GO:0045047
YDR103W,GO:0000750
YDR103W,GO:0001403
YDR103W,GO:0001934
YDR103W,GO:0010525
YDR103W,GO:0043409
YML001W,GO:0000011
YML001W,GO:0006897
YML001W,GO:0016192
YML001W,GO:0016236
YML001W,GO:0032258
YML001W,GO:0032889
YML001W,GO:0034727
YML001W,GO:0042147
YML001W,GO:0072665
YGR109C,GO:0000079
YGR109C,GO:0000082
YGR109C,GO:0006279
YGR109C,GO:0045740
YJL187C,GO:0000079
YJL187C,GO:0000086
YJL187C,GO:0000320
YJL187C,GO:0010697
YJL187C,GO:0040020
YJL187C,GO:0044879
YJL187C,GO:0090154
YPL179W,GO:0090029
YOR344C,GO:0045821
YBL005W,GO:0045944
YBL005W,GO:2001040
YKL009W,GO:0000956
YKL009W,GO:0006364
YKL009W,GO:0042273
YKL010C,GO:0010994
YKL010C,GO:0051974
YKL012W,GO:0000398
YDL003W,GO:0007062
YER100W,GO:0000209
YER100W,GO:0006513
YER100W,GO:0030433
YOR117W,GO:0006511
YOR117W,GO:0045899
YOR117W,GO:0070682
YDR394W,GO:0006511
YDR394W,GO:0045899
YDR394W,GO:0070682
YKL145W,GO:0006511
YKL145W,GO:0045732
YKL145W,GO:0045899
YKL145W,GO:0070682
YPL057C,GO:0006675
YPL057C,GO:0006688
YPL057C,GO:0030148
YDR369C,GO:0000723
YDR369C,GO:0006284
YDR369C,GO:0006303
YDR369C,GO:0030435
YDR369C,GO:0035753
YDR369C,GO:0042138
YDR369C,GO:0097552
YOR153W,GO:0030003
YJR095W,GO:0015741
YJR095W,GO:0015744
YER167W,GO:0000082
YER167W,GO:0010628
YER167W,GO:0051726
YGL238W,GO:0006611
YNR010W,GO:0000122
YNR010W,GO:0045944
YNL001W,GO:0032790
YNL001W,GO:0045727
YNL001W,GO:0070651
YNL001W,GO:0070966
YLR188W,GO:0090374
YPL270W,GO:0070301
YPL270W,GO:0090374
YBR153W,GO:0009231
YBR155W,GO:0006457
YKL092C,GO:0007120
YKL092C,GO:0007121
YKL092C,GO:0007163
YKL092C,GO:0030447
YKL092C,GO:0031578
YKL092C,GO:0036267
YBR252W,GO:0009213
YBR252W,GO:0035863
YBR252W,GO:0046081
YLR175W,GO:0000495
YLR175W,GO:0006364
YLR175W,GO:0031118
YLR175W,GO:0031120
YLR175W,GO:1990481
YHR157W,GO:0007131
YHR157W,GO:0042138
YKL091C,GO:0008150
YDL215C,GO:0006807
YOR327C,GO:0006887
YOR327C,GO:0006893
YOR327C,GO:0006897
YOR327C,GO:0006906
YDR436W,GO:0006883
YOR184W,GO:0006564
YOR184W,GO:0009070
YOR184W,GO:0009113
YER009W,GO:0006606
YER009W,GO:0006913
YER008C,GO:0001927
YER008C,GO:0006887
YER008C,GO:0006893
YER008C,GO:0048309
YER008C,GO:0051601
YER008C,GO:0090522
YDL052C,GO:0046474
YHR165C,GO:0000244
YHR165C,GO:0000350
YHR165C,GO:0000389
YGR143W,GO:0006078
YGR143W,GO:0030148
YGR143W,GO:0031505
YNL243W,GO:0006887
YNL243W,GO:0006897
YNL243W,GO:0007015
YNL243W,GO:0007121
YNL243W,GO:0031505
YGR047C,GO:0042791
YDL051W,GO:0008033
YBR160W,GO:0006892
YHL027W,GO:0000122
YHL027W,GO:0009272
YHL027W,GO:0010973
YHL027W,GO:0030437
YHL027W,GO:0045944
YHL027W,GO:0071454
YHL027W,GO:0071469
YKL127W,GO:0005978
YKL127W,GO:0005992
YKL127W,GO:0006011
YKR059W,GO:0006412
YKL127W,GO:0019255
YKL127W,GO:0019388
YGR006W,GO:0000350
YGR006W,GO:0000398
YBR118W,GO:0051017
YPR080W,GO:0051017
YEL009C,GO:0010508
YEL009C,GO:0036278
YGR007W,GO:0006646
YJL138C,GO:0006412
YHL016C,GO:0015840
YHL016C,GO:0015847
YHL016C,GO:0015848
YDR258C,GO:0000002
YDR258C,GO:0034605
YDR258C,GO:0042026
YDR258C,GO:0043335
YDR258C,GO:0050821
YKL032C,GO:0000122
YKL032C,GO:0071456
YKL205W,GO:0006409
YKL205W,GO:0071528
YPL174C,GO:0000132
YDL194W,GO:1904659
YJL138C,GO:0006413
YKL141W,GO:0045039
YGR124W,GO:0006529
YDR428C,GO:0006569
YKR059W,GO:0006413
YKL141W,GO:0045333
YMR256C,GO:0006119
YML062C,GO:0006310
YML062C,GO:0006368
YML062C,GO:0006406
YLR441C,GO:0000462
YLR441C,GO:0002181
YER153C,GO:0006417
YER040W,GO:0000122
YER040W,GO:0036278
YER040W,GO:2001159
YOR140W,GO:0010508
YOR140W,GO:2001159
YOR045W,GO:0070096
YKR061W,GO:0000032
YKR061W,GO:0006487
YDR261C,GO:0071704
YBR248C,GO:0000105
YLR163C,GO:0006508
YMR037C,GO:0006338
YMR037C,GO:0045944
YMR011W,GO:1904659
YMR037C,GO:0061395
YMR037C,GO:0061402
YMR037C,GO:0061403
YMR037C,GO:0061405
YMR037C,GO:0061406
YMR037C,GO:0061407
YJL133W,GO:0006397
YMR037C,GO:0061408
YMR037C,GO:0061409
YMR037C,GO:0061410
YMR037C,GO:0061411
YMR037C,GO:0061412
YMR037C,GO:0061422
YMR037C,GO:0071483
YCL058C,GO:0000122
YHR007C,GO:0006694
YKL062W,GO:0006338
YKL062W,GO:0045944
YHR007C,GO:0008202
YKL139W,GO:0051726
YDL004W,GO:0015986
YHR007C,GO:0016126
YHR007C,GO:0006629
YLR180W,GO:0006730
YMR311C,GO:0009966
YLL011W,GO:0000462
YDR538W,GO:0019439
YDR538W,GO:0046281
YKR056W,GO:0006400
YER171W,GO:0006289
YBR171W,GO:0030447
YBR171W,GO:0031204
YBR170C,GO:0030433
YPL266W,GO:0000154
YMR311C,GO:0043666
YPL266W,GO:0006364
YBR170C,GO:0030970
YBR170C,GO:0043161
YBR170C,GO:0051228
YBR170C,GO:0051974
YBR170C,GO:0070651
YBR170C,GO:0071629
YBR170C,GO:0071712
YHR094C,GO:1904659
YDR345C,GO:1904659
YBR170C,GO:1900182
YBR170C,GO:1990116
YBR251W,GO:0032543
YNL118C,GO:0000184
YNL118C,GO:0000290
YOR108W,GO:0009098
YNL329C,GO:0016562
YEL002C,GO:0006487
YDL095W,GO:0032527
YDL095W,GO:0035269
YDL095W,GO:0071712
YDL095W,GO:1900101
YOR010C,GO:0071497
YOR063W,GO:1990145
YGL195W,GO:0006448
YGR222W,GO:0006417
YGR222W,GO:0006397
YBL080C,GO:0032543
YBL080C,GO:0070681
YOR219C,GO:0007323
YOL069W,GO:0007059
YNL076W,GO:0000122
YNL076W,GO:0006808
YNL076W,GO:0031930
YNL076W,GO:2000220
YFR002W,GO:0000055
YFR002W,GO:0006606
YFR002W,GO:0006999
YDR277C,GO:1904659
YJL127C,GO:0000122
YJL127C,GO:0010507
YKL143W,GO:0000056
YKL143W,GO:0006970
YKL143W,GO:0034599
YKL143W,GO:0042274
YDR180W,GO:0010468
YOR108W,GO:0019752
YKL143W,GO:1904669
YCR066W,GO:0016567
YDR404C,GO:0000291
YDR404C,GO:0006366
YDR404C,GO:0006367
YDR404C,GO:0045948
YDR404C,GO:0060213
YJL154C,GO:0042147
YJL154C,GO:0045053
YML126C,GO:0006084
YAL001C,GO:0042791
YAL001C,GO:0071168
YMR125W,GO:0000184
YMR125W,GO:0000398
YMR125W,GO:0006970
YCR066W,GO:0006974
YML126C,GO:0010142
YCR066W,GO:0006281
YHR096C,GO:1904659
YML027W,GO:0071930
YHR041C,GO:0010689
YHR041C,GO:0010691
YHR041C,GO:0045944
YHR041C,GO:0051123
YKL140W,GO:0016125
YKL140W,GO:0044255
YGL208W,GO:0001403
YGL208W,GO:0006468
YDR342C,GO:1904659
YGL208W,GO:0007165
YGL208W,GO:0042149
YGL208W,GO:0043254
YDR461W,GO:0000750
YGL055W,GO:0045471
YNL145W,GO:0000750
YOL004W,GO:0044804
YOL004W,GO:0070550
YPR163C,GO:0001731
YPR163C,GO:0002181
YPR163C,GO:0006413
YPR163C,GO:0097010
YBR144C,GO:0008150
YBL047C,GO:0006897
YBL047C,GO:0030968
YBL047C,GO:0032467
YBL047C,GO:0032880
YBL047C,GO:0044396
YBL051C,GO:0000077
YBL051C,GO:0000086
YBL052C,GO:0016573
YBL052C,GO:0030466
YBL054W,GO:0006357
YBL055C,GO:0006309
YBL055C,GO:0034599
YBL056W,GO:0000079
YER052C,GO:0009089
YER052C,GO:0016310
YER052C,GO:0008652
YDL194W,GO:0008643
YBL057C,GO:0032435
YBL058W,GO:0000045
YBL058W,GO:0005977
YBL058W,GO:0030433
YBL058W,GO:0030437
YBL058W,GO:0031134
YBL058W,GO:0034727
YBL058W,GO:0043161
YBL059W,GO:0008150
YBL060W,GO:0008104
YBL060W,GO:0010513
YBL060W,GO:0051666
YBL061C,GO:0034221
YBL064C,GO:0034599
YBL064C,GO:0045454
YBL064C,GO:0046686
YER095W,GO:0006289
YBL066C,GO:0008150
YFL021W,GO:0010508
YFL021W,GO:0036278
YKL188C,GO:1902001
YKL187C,GO:0015909
YKL186C,GO:0000055
YER095W,GO:0006302
YCR079W,GO:1901524
YKL186C,GO:0000056
YKL186C,GO:0016973
YNL330C,GO:0044804
YKL185W,GO:1900461
YKL185W,GO:1900477
YKL183W,GO:0008150
YKL179C,GO:0048193
YKL176C,GO:0043547
YKL176C,GO:1904263
YKL175W,GO:0006829
YKL175W,GO:0006882
YKL014C,GO:0000463
YKL014C,GO:0000466
YAL025C,GO:0007049
YNL330C,GO:0070550
YKL101W,GO:0000086
YKL101W,GO:0030163
YKL101W,GO:0044879
YKL101W,GO:0051726
YKL101W,GO:1902935
YKL097C,GO:0008150
YKL098W,GO:0008150
YKL099C,GO:0000447
YKL099C,GO:0000472
YKL099C,GO:0000480
YKL100C,GO:0009267
YKL100C,GO:0051603
YKL102C,GO:0008150
YKL105C,GO:0008150
YKL108W,GO:0000727
YKL108W,GO:0006270
YKL108W,GO:0031333
YKL108W,GO:0033314
YKL108W,GO:0071163
YKL110C,GO:0002098
YKL110C,GO:0006357
YDR099W,GO:0000077
YDR099W,GO:0001402
YDR099W,GO:0006267
YDR099W,GO:0006270
YDR099W,GO:0007124
YDR099W,GO:0007265
YDR099W,GO:0030437
YDR099W,GO:0034221
YDR099W,GO:0043066
YFR019W,GO:0046854
YOR329C,GO:0009306
YOR147W,GO:0007005
YML028W,GO:0000077
YML028W,GO:0006111
YML028W,GO:0006457
YML028W,GO:0033194
YML028W,GO:0034599
YML028W,GO:0042262
YML028W,GO:0045454
YML028W,GO:0061077
YNL197C,GO:0001403
YNL197C,GO:0007124
YNL197C,GO:0061013
YNL197C,GO:0061157
YER068W,GO:0000209
YER068W,GO:0010498
YER068W,GO:0016567
YER068W,GO:0031087
YER068W,GO:0032968
YOR341W,GO:0042254
YDR244W,GO:0016560
YJR099W,GO:0010992
YJR066W,GO:0001558
YJR066W,GO:0006413
YJR066W,GO:0006974
YJR066W,GO:0010507
YJR066W,GO:0018105
YJR066W,GO:0031505
YJR066W,GO:0031929
YJR066W,GO:0031930
YJR066W,GO:0034599
YJR066W,GO:0034605
YJR066W,GO:0042254
YJR066W,GO:0042790
YJR066W,GO:0051726
YJR066W,GO:0090153
YJR066W,GO:1905356
YBR001C,GO:0005993
YDR304C,GO:0008150
YBR081C,GO:0000747
YBR081C,GO:0006325
YBR081C,GO:0016573
YDR087C,GO:0006364
YDR086C,GO:0006616
YDR086C,GO:0031204
YDL192W,GO:0015031
YER020W,GO:0008361
YGR082W,GO:0016031
YGR082W,GO:0030150
YLR170C,GO:0006896
YDL192W,GO:0016192
YDL006W,GO:0000001
YDL006W,GO:0000750
YDL006W,GO:0006388
YBL069W,GO:0006612
YBL069W,GO:0032596
YIR012W,GO:0000027
YIR012W,GO:0042273
YMR190C,GO:0000070
YMR190C,GO:0000706
YMR190C,GO:0000722
YMR190C,GO:0000723
YMR190C,GO:0000724
YMR190C,GO:0000729
YMR190C,GO:0006265
YMR190C,GO:0006268
YMR190C,GO:0010520
YMR190C,GO:0010947
YMR190C,GO:0031573
YMR190C,GO:0031860
YMR190C,GO:0032508
YMR190C,GO:0045132
YMR190C,GO:0051276
YPL129W,GO:0006366
YPL129W,GO:0006367
YPL129W,GO:0016573
YBR279W,GO:1901525
YGL215W,GO:0016239
YFL016C,GO:0000002
YFL016C,GO:0006458
YFL016C,GO:0006515
YFL016C,GO:0009408
YFL016C,GO:0042026
YMR021C,GO:0006878
YMR021C,GO:0045732
YMR021C,GO:0045944
YOL082W,GO:0016050
YOL082W,GO:0030433
YBL004W,GO:0000447
YBL004W,GO:0000472
YBL004W,GO:0000480
YGL062W,GO:0008152
YBL001C,GO:0008150
YBR002C,GO:0006486
YBR002C,GO:0006888
YBR002C,GO:0019408
YDL226C,GO:0006888
YDL226C,GO:0006890
YDL226C,GO:0030037
YLR382C,GO:0006412
YDL226C,GO:0043001
YDR044W,GO:0006779
YHR040W,GO:0000492
YHR040W,GO:0042254
YDR277C,GO:0007165
YNL241C,GO:0006006
YLR168C,GO:0015914
YLR168C,GO:0032048
YLR168C,GO:0042407
YLR168C,GO:0046337
YLR168C,GO:2001246
YKL089W,GO:0007059
YMR094W,GO:0000921
YMR094W,GO:0051382
YDL229W,GO:0006412
YNL241C,GO:0006098
YNL241C,GO:0005975
YDR044W,GO:0006782
YPR052C,GO:0006281
YPR052C,GO:0006974
YLR398C,GO:0034427
YLR398C,GO:0070478
YLR398C,GO:0070481
YJL127C,GO:0000183
YJL127C,GO:0006281
YJL127C,GO:0016573
YJL127C,GO:0030466
YJL127C,GO:0097043
YMR179W,GO:0000183
YMR179W,GO:0006357
YMR179W,GO:0030466
YKL020C,GO:0030466
YKL020C,GO:0045944
YKL020C,GO:0070417
YBR089C-A,GO:0006281
YJR159W,GO:0019318
YDL240W,GO:0000755
YDL240W,GO:0035024
YDL240W,GO:0043547
YDL240W,GO:0060237
YDL240W,GO:0090038
YDL240W,GO:0090334
YKL056C,GO:0002181
YKL056C,GO:0034599
YNR026C,GO:0015031
YKL144C,GO:0006384
YKL144C,GO:0042797
YKL142W,GO:0008150
YKL065C,GO:0008150
YBR089C-A,GO:0006974
YNR026C,GO:0016192
YCL029C,GO:0007049
YCL029C,GO:0051301
YKL064W,GO:0010961
YKL063C,GO:0008150
YKL061W,GO:0007032
YKL061W,GO:0032880
YKL059C,GO:0006378
YKL059C,GO:0016567
YKL059C,GO:0098789
YKL057C,GO:0000055
YKL057C,GO:0000122
YKL057C,GO:0000973
YKL057C,GO:0006302
YKL057C,GO:0006406
YKL057C,GO:0006606
YKL057C,GO:0006611
YMR309C,GO:0002183
YKL057C,GO:0031990
YKL057C,GO:0034398
YMR309C,GO:0001732
YKL057C,GO:0045893
YKL057C,GO:0045944
YIL042C,GO:1901524
YKL055C,GO:0006631
YKL055C,GO:0009060
YKL054C,GO:0000723
YKL054C,GO:0006283
YKL054C,GO:0006511
YKL054C,GO:0006974
YKL054C,GO:0016567
YKL052C,GO:0031116
YKL052C,GO:0051987
YKL051W,GO:0007033
YKL051W,GO:0030036
YKL051W,GO:0048017
YKL050C,GO:0008150
YHR205W,GO:0016310
YMR043W,GO:0007049
YBR012W-B,GO:0006278
YMR043W,GO:0006525
YLR399C,GO:0006281
YLR399C,GO:0006338
YLR399C,GO:0009301
YLR399C,GO:0031452
YLR399C,GO:0090054
YLR399C,GO:1900051
YNL188W,GO:0007049
YAR071W,GO:0006796
YOR237W,GO:0006887
YOR237W,GO:0006897
YOR237W,GO:0015918
YOR237W,GO:0030011
YOR237W,GO:0034727
YMR322C,GO:0061727
YNL188W,GO:0051301
YLR452C,GO:0009968
YLR452C,GO:0019236
YMR322C,GO:0019249
YGL059W,GO:1901524
YPL145C,GO:0006665
YPL145C,GO:0006887
YPL145C,GO:0006892
YPL145C,GO:0006897
YPL145C,GO:0010922
YPL145C,GO:0015918
YPL145C,GO:0030011
YPL145C,GO:0034727
YPL145C,GO:0035621
YAR042W,GO:0006887
YAR042W,GO:0006897
YAR042W,GO:0015918
YAR042W,GO:0030011
YAR042W,GO:0034727
YKL224C,GO:0008150
YKL222C,GO:0008150
YKL170W,GO:0032543
YJL153C,GO:0006629
YJL153C,GO:0008654
YKL156W,GO:0000028
YKL156W,GO:0000462
YKL156W,GO:0002181
YKL134C,GO:0006627
YKL134C,GO:0006879
YKL134C,GO:0050821
YBR143C,GO:0006412
YKL135C,GO:0006896
YHR205W,GO:0008361
YOR043W,GO:0007049
YKL132C,GO:0008150
YKL168C,GO:0008150
YKL161C,GO:0008150
YKL129C,GO:0006887
YKL129C,GO:0006897
YKL129C,GO:0006970
YKL129C,GO:0007121
YKL129C,GO:0031505
YOL145C,GO:1901525
YNR003C,GO:0006383
YKL129C,GO:0051666
YKL218C,GO:0042219
YKL081W,GO:0006414
YKL078W,GO:0000462
YKL078W,GO:0042254
YKL067W,GO:0006165
YKL067W,GO:0006974
YKL067W,GO:0009142
YKL049C,GO:0000070
YKL049C,GO:0030543
YKL029C,GO:0006090
YKL029C,GO:0006520
YKL026C,GO:0007031
YKL026C,GO:0034599
YML075C,GO:0006694
YIL015W,GO:0006508
YML075C,GO:0006629
YIL015W,GO:0019236
YKL196C,GO:0006888
YKL196C,GO:0006891
YKL196C,GO:0006906
YKL196C,GO:0042144
YKL073W,GO:0006986
YDR174W,GO:0044804
YKL073W,GO:0031204
YOR089C,GO:0000011
YOR089C,GO:0006623
YOR089C,GO:0006895
YOR089C,GO:0006897
YOR089C,GO:0032511
YOR089C,GO:0036010
YOR089C,GO:0036258
YOR089C,GO:0061709
YKR014C,GO:0006623
YKR014C,GO:0006895
YKR014C,GO:0006897
YKR014C,GO:0032511
YKR014C,GO:0036010
YML075C,GO:0008202
YML075C,GO:0016126
YKR014C,GO:0036258
YLR450W,GO:0006629
YNL093W,GO:0006623
YNL093W,GO:0006895
YNL093W,GO:0006897
YKR054C,GO:0000070
YKR054C,GO:0000132
YLR450W,GO:0006694
YKR054C,GO:0030473
YKR054C,GO:0040001
YKR064W,GO:0000122
YKR072C,GO:0007346
YKR072C,GO:0009651
YLR450W,GO:0016126
YLR450W,GO:0008202
YJL129C,GO:0006811
YDL008W,GO:0031145
YOR062C,GO:0008150
YKR098C,GO:0008150
YLR332W,GO:0006970
YLR332W,GO:0010447
YLR332W,GO:0030242
YLR332W,GO:0031505
YKL174C,GO:0015846
YKL220C,GO:0006826
YKL220C,GO:0015677
YJL129C,GO:0006813
YLR151C,GO:0009132
YKL126W,GO:0016310
YKL126W,GO:0071555
YKL219W,GO:0043328
YKL217W,GO:0006849
YKL217W,GO:0035879
YKL217W,GO:0097080
YKL213C,GO:0006303
YKL213C,GO:0010992
YKL213C,GO:0034517
YKL208W,GO:0006397
YKL208W,GO:0017004
YKL208W,GO:0048255
YKL126W,GO:0006897
YOR181W,GO:2000601
YLR307W,GO:0005975
YOR346W,GO:0006974
YLL060C,GO:0006749
YOR161C,GO:0055085
YKL206C,GO:0043248
YKL204W,GO:0000290
YKL204W,GO:0006402
YKL204W,GO:0017148
YKL201C,GO:0006487
YKL201C,GO:0006493
YKL195W,GO:0006457
YOR346W,GO:0006281
YOR181W,GO:0007015
YOR346W,GO:0071897
YLR308W,GO:0005975
YKL193C,GO:0007059
YKL193C,GO:0051457
YKL173W,GO:0000244
YKL173W,GO:0000349
YKL173W,GO:0000388
YKL173W,GO:0000398
YKL172W,GO:0000280
YKL172W,GO:0006364
YKL165C,GO:0006506
YKL165C,GO:0015867
YKL162C,GO:0008150
YKL160W,GO:0006368
YKL159C,GO:0019722
YKL155C,GO:0032543
YKL154W,GO:0006614
YKL154W,GO:0045047
YLR380W,GO:0120009
YGL258W-A,GO:0006508
YKL151C,GO:0046496
YKL150W,GO:0006696
YKL150W,GO:0034599
YLR386W,GO:0006661
YKL146W,GO:0015824
YKL146W,GO:0032974
YKL137W,GO:0033617
YDR122W,GO:1903896
YKL133C,GO:0008150
YKL130C,GO:0007533
YKL130C,GO:0008298
YKL128C,GO:0008150
YDR161W,GO:0042273
YNL250W,GO:0051321
YNL250W,GO:0006974
YGR083C,GO:0006417
YLR272C,GO:0044804
YLR272C,GO:0070550
YKL088W,GO:0015937
YKL086W,GO:0034599
YKL084W,GO:0045041
YKL082C,GO:0042273
YKL082C,GO:0042274
YKL074C,GO:0000348
YKL072W,GO:0008150
YGR083C,GO:0006412
YGR083C,GO:0006413
YKL070W,GO:0008150
YKL069W,GO:0034599
YKL047W,GO:0008150
YKL046C,GO:0007117
YKL046C,GO:0009272
YKL044W,GO:0008150
YKL043W,GO:0045944
YKL043W,GO:2000222
YKL042W,GO:0030474
YKL041W,GO:0043162
YKL041W,GO:0045324
YKL041W,GO:0070676
YKL041W,GO:1904669
YGL226C-A,GO:0006487
YLR096W,GO:1903896
YKL034W,GO:0016567
YKL034W,GO:0043162
YKL033W,GO:0008150
YKL028W,GO:0001113
YKL028W,GO:0006366
YKL027W,GO:0061504
YMR257C,GO:0033617
YKL025C,GO:0000289
YKL025C,GO:0006281
YKL209C,GO:0019236
YKL018W,GO:0000723
YKL018W,GO:0031124
YKL018W,GO:0031126
YKL018W,GO:0034729
YKL018W,GO:0051568
YKL006W,GO:0002181
YKL006W,GO:0016236
YER153C,GO:0033617
YKL005C,GO:0000122
YKL004W,GO:0006673
YKL004W,GO:0030148
YKL002W,GO:0043162
YKL002W,GO:0045053
YOR168W,GO:0006412
YKL002W,GO:0070676
YKL002W,GO:1904669
YKR013W,GO:0015918
YDL069C,GO:0034551
YDR197W,GO:0070131
YKR015C,GO:0008150
YKR016W,GO:0042407
YKR016W,GO:0045041
YKR017C,GO:0016574
YKR017C,GO:0036205
YKR018C,GO:0008150
YKR019C,GO:0000183
YKR019C,GO:0006914
YKR019C,GO:0009267
YKR019C,GO:0031505
YKR019C,GO:0048017
YKR020W,GO:0007118
YKR020W,GO:0016050
YKR020W,GO:0016239
YKR020W,GO:0042147
YKR020W,GO:0090156
YMR231W,GO:0015031
YKR021W,GO:0006897
YKR021W,GO:0032386
YKR021W,GO:2000397
YKR022C,GO:0000390
YKR024C,GO:0000463
YKR025W,GO:0042797
YKR027W,GO:0006893
YKR027W,GO:0034221
YKR028W,GO:0000082
YKR028W,GO:0002098
YKR028W,GO:0031929
YKR029C,GO:0006355
YKR029C,GO:0045835
YKR031C,GO:0000753
YKR031C,GO:0006644
YKR031C,GO:0031321
YML021C,GO:0006974
YKR032W,GO:0008150
YKR036C,GO:0006357
YKR036C,GO:0016559
YBL008W,GO:0016480
YOR038C,GO:0016480
YGL115W,GO:0005975
YLR203C,GO:0033617
YKR037C,GO:0008608
YKR037C,GO:0031116
YKR037C,GO:0051987
YKR038C,GO:0000722
YKR038C,GO:0000723
YKR038C,GO:0006400
YKR038C,GO:0045944
YKR038C,GO:0051276
YKR038C,GO:0070525
YKR041W,GO:0008150
YKR042W,GO:0000422
YKR042W,GO:0009272
YKR043C,GO:0046390
YKL025C,GO:0006301
YJL092W,GO:0006974
YLR067C,GO:0033617
YJL128C,GO:0043410
YKR044W,GO:0008150
YKR045C,GO:0008150
YKR046C,GO:0009060
YKR058W,GO:0005978
YKR060W,GO:0042274
YOR276W,GO:0006412
YOR276W,GO:0006413
YLR447C,GO:1902600
YOR276W,GO:0006417
YBR158W,GO:0007094
YBR158W,GO:0031578
YNR056C,GO:0055085
YKR062W,GO:0006366
YKR063C,GO:0000448
YKR063C,GO:0000460
YKR063C,GO:0000470
YKR065C,GO:0030150
YKR067W,GO:0008654
YNR059W,GO:0097502
YPL194W,GO:0007095
YPL194W,GO:0031571
YNR059W,GO:0006486
YKR068C,GO:0006888
YKR068C,GO:0006891
YKR070W,GO:0008150
YKR071C,GO:0016226
YKR071C,GO:0045019
YDR009W,GO:0005975
YDR350C,GO:0070071
YKR071C,GO:1901299
YKR073C,GO:0008150
YKR074W,GO:0008150
YKR075C,GO:0008150
YKR077W,GO:0000083
YKR078W,GO:0008150
YKR079C,GO:0034414
YKR079C,GO:0042780
YKR079C,GO:1990180
YNL238W,GO:0006508
YKR081C,GO:0000027
YLR081W,GO:0008643
YKR081C,GO:0000463
YKR081C,GO:0000466
YKR081C,GO:1902626
YKR082W,GO:0000122
YKR082W,GO:0000973
YKR082W,GO:0006302
YKR082W,GO:0006409
YKR082W,GO:0006606
YKR082W,GO:0016973
YKR082W,GO:0030466
YKR082W,GO:0031990
YKR082W,GO:0034398
YBR295W,GO:0034220
YKR082W,GO:0045893
YKR082W,GO:0045944
YKR083C,GO:0008608
YKR083C,GO:0031116
YKR083C,GO:0051987
YKR087C,GO:0006515
YKR087C,GO:0031929
YKR087C,GO:0035694
YKR088C,GO:0000022
YKR088C,GO:0016192
YDR122W,GO:0016310
YKR089C,GO:0006642
YKR089C,GO:0006644
YKR089C,GO:0007114
YKR089C,GO:0019433
YKR090W,GO:0030011
YKR090W,GO:0035023
YKR096W,GO:0008150
YKR100C,GO:0031505
YKR102W,GO:0000128
YKR102W,GO:0001403
YKR102W,GO:0044182
YDR122W,GO:0006887
YNR063W,GO:0006351
YNR063W,GO:0006355
YKR106W,GO:0034775
YMR294W,GO:0000132
YMR294W,GO:0007097
YGR185C,GO:0006437
YMR024W,GO:0032543
YLR439W,GO:0032543
YDR237W,GO:0032543
YNL284C,GO:0032543
YDL202W,GO:0032543
YLR312W-A,GO:0032543
YMR193W,GO:0032543
YBR282W,GO:0032543
YDR462W,GO:0032543
YNL252C,GO:0032543
YLR096W,GO:0006887
YLR096W,GO:0016310
YBR122C,GO:0032543
YBR268W,GO:0032543
YML009C,GO:0032543
YPL173W,GO:0032543
YBL022C,GO:0006515
YBL022C,GO:0051131
YNL271C,GO:0016043
YNL271C,GO:0030036
YDR441C,GO:0008150
YGR202C,GO:0008654
YMR105C,GO:0005978
YMR105C,GO:0005992
YMR105C,GO:0006011
YMR105C,GO:0006874
YMR105C,GO:0019255
YMR105C,GO:0019388
YMR105C,GO:0030003
YJR040W,GO:0006878
YJR040W,GO:0006879
YGR202C,GO:0006629
YNR033W,GO:0008153
YCL026C-A,GO:0034599
YCL026C-A,GO:0045922
YML106W,GO:0006221
YCR073W-A,GO:0006409
YML106W,GO:0044205
YCR087C-A,GO:0008150
YAL040C,GO:0051301
YCR041W,GO:0008150
YGR174C,GO:0034551
YLR058C,GO:0006730
YBR263W,GO:0006730
YAL040C,GO:0007049
YNR070W,GO:0055085
YGR147C,GO:0017196
YMR054W,GO:0007035
YLR305C,GO:0000422
YLR305C,GO:0016236
YLR305C,GO:0046854
YDR178W,GO:0006099
YDR178W,GO:0006121
YDR178W,GO:0045333
YHR001W-A,GO:0006122
YHR001W-A,GO:0009060
YBR286W,GO:0007039
YEL046C,GO:0006545
YEL046C,GO:0006567
YDR251W,GO:0007124
YPR025C,GO:0006366
YPR025C,GO:0070816
YHR084W,GO:0019236
YLR337C,GO:0006897
YLR337C,GO:0007121
YLR337C,GO:0032465
YLR337C,GO:0051666
YPL043W,GO:0000463
YPL043W,GO:0042273
YHR047C,GO:0005977
YHR047C,GO:0006508
YMR120C,GO:0006164
YMR120C,GO:0006189
YML080W,GO:0008033
YIL034C,GO:0051693
YNL334C,GO:0042819
YGL167C,GO:0006811
YMR116C,GO:0001403
YMR116C,GO:0007186
YMR116C,GO:0017148
YMR116C,GO:2001125
YLR109W,GO:0010038
YLR109W,GO:0034599
YLR109W,GO:0045454
YBL085W,GO:0000920
YBL085W,GO:0007118
YBL084C,GO:0016567
YBL084C,GO:0031145
YNL339C,GO:0032508
YBL092W,GO:0002181
YDR040C,GO:0006811
YDR158W,GO:0009085
YBL068W,GO:0006015
YBL068W,GO:0031505
